ticker,company,segment_code,segment_label,metric_code,metric_label,unit,fiscal_year,fiscal_quarter,fiscal_period,as_of_date,value,missing,derived,restated,period_start,period_end,xbrl_tag,source_form,accn,filed,qoq_delta,qoq_pct,yoy_delta,yoy_pct
FORM,"FormFactor, Inc.",systems,Systems,seg_gross_margin_pct,Segment Gross Margin % (segment measure),pct,2025,Q2,2025Q2,2026-07-21,39.39,False,False,False,2025-03-30,2025-06-28,computed: seg_gross_profit / seg_revenue,,,2025-08-05,-5.15,,-6.82,
FORM,"FormFactor, Inc.",systems,Systems,seg_gross_margin_pct,Segment Gross Margin % (segment measure),pct,2025,Q3,2025Q3,2026-07-21,42.0,False,False,False,2025-06-29,2025-09-27,computed: seg_gross_profit / seg_revenue,,,2025-11-04,2.61,,0.49,
FORM,"FormFactor, Inc.",systems,Systems,seg_gross_margin_pct,Segment Gross Margin % (segment measure),pct,2025,Q4,2025Q4,2026-07-21,41.45,False,True,False,,2025-12-27,computed: seg_gross_profit / seg_revenue,,,2026-02-20,-0.55,,0.65,
FORM,"FormFactor, Inc.",systems,Systems,seg_gross_margin_pct,Segment Gross Margin % (segment measure),pct,2026,Q1,2026Q1,2026-07-21,38.02,False,False,False,2025-12-28,2026-03-28,computed: seg_gross_profit / seg_revenue,,,2026-05-05,-3.43,,-6.52,
FORM,"FormFactor, Inc.",corporate_unallocated,Corporate / unallocated (reconciling),seg_gross_profit,Segment Gross Profit (segment measure),USD,2024,Q1,2024Q1,2026-07-21,-2559000,False,False,False,2023-12-31,2024-03-30,GrossProfit,10-Q,0001039399-25-000038,2025-05-06,,,,
FORM,"FormFactor, Inc.",corporate_unallocated,Corporate / unallocated (reconciling),seg_gross_profit,Segment Gross Profit (segment measure),USD,2024,Q2,2024Q2,2026-07-21,-2516000,False,False,False,2024-03-31,2024-06-29,GrossProfit,10-Q,0001039399-25-000083,2025-08-05,43000,1.68,,
FORM,"FormFactor, Inc.",corporate_unallocated,Corporate / unallocated (reconciling),seg_gross_profit,Segment Gross Profit (segment measure),USD,2024,Q3,2024Q3,2026-07-21,-2988000,False,False,False,2024-06-30,2024-09-28,GrossProfit,10-Q,0001039399-25-000113,2025-11-04,-472000,-18.76,,
FORM,"FormFactor, Inc.",corporate_unallocated,Corporate / unallocated (reconciling),seg_gross_profit,Segment Gross Profit (segment measure),USD,2024,Q4,2024Q4,2026-07-21,-2532000,False,True,False,,2024-12-28,GrossProfit,10-K,0001039399-26-000009,2026-02-20,456000,15.26,,
FORM,"FormFactor, Inc.",corporate_unallocated,Corporate / unallocated (reconciling),seg_gross_profit,Segment Gross Profit (segment measure),USD,2025,Q1,2025Q1,2026-07-21,-2607000,False,False,False,2024-12-29,2025-03-29,GrossProfit,10-Q,0001039399-26-000023,2026-05-05,-75000,-2.96,-48000,-1.88
FORM,"FormFactor, Inc.",corporate_unallocated,Corporate / unallocated (reconciling),seg_gross_profit,Segment Gross Profit (segment measure),USD,2025,Q2,2025Q2,2026-07-21,-2401000,False,False,False,2025-03-30,2025-06-28,GrossProfit,10-Q,0001039399-25-000083,2025-08-05,206000,7.9,115000,4.57
FORM,"FormFactor, Inc.",corporate_unallocated,Corporate / unallocated (reconciling),seg_gross_profit,Segment Gross Profit (segment measure),USD,2025,Q3,2025Q3,2026-07-21,-2547000,False,False,False,2025-06-29,2025-09-27,GrossProfit,10-Q,0001039399-25-000113,2025-11-04,-146000,-6.08,441000,14.76
FORM,"FormFactor, Inc.",corporate_unallocated,Corporate / unallocated (reconciling),seg_gross_profit,Segment Gross Profit (segment measure),USD,2025,Q4,2025Q4,2026-07-21,-3647000,False,True,False,,2025-12-27,GrossProfit,10-K,0001039399-26-000009,2026-02-20,-1100000,-43.19,-1115000,-44.04
FORM,"FormFactor, Inc.",corporate_unallocated,Corporate / unallocated (reconciling),seg_gross_profit,Segment Gross Profit (segment measure),USD,2026,Q1,2026Q1,2026-07-21,-23939000,False,False,False,2025-12-28,2026-03-28,GrossProfit,10-Q,0001039399-26-000023,2026-05-05,-20292000,-556.4,-21332000,-818.26
